ID	Label	Exact Match	Synonyms	Suggested parent term	Abbreviation	Definition	Textual Definition	Definition Source	See Also	Editor	Reviewer1	Reviewer2	Type	Parent	Close Match	Exact Match.1	Narrow Match	Related Match
pbpko:PBPKO_00625	exposed skin compartment					A skin compartment representing the exposed part of the skin to the chemical via dermal contact.	A skin compartment representing the exposed part of the skin to the chemical via dermal contact.			0000-0003-1673-5725			Class	'skin compartment'				
pbpko:PBPKO_00626	unexposed skin compartment					A skin compartment representing the unexposed part of the skin to the chemical such as regions covered by clothing or occluded areas like the inner arms.	A skin compartment representing the unexposed part of the skin to the chemical such as regions covered by clothing or occluded areas like the inner arms.			0000-0003-1673-5725			Class	'skin compartment'				
pbpko:PBPKO_00627	fraction of arterial plasma volume		farterialplasma		farterialplasma	A dimensionless fraction of volume defined as the arterial plasma volume divided per unit of total body weight.	A dimensionless fraction of volume defined as the arterial plasma volume divided per unit of total body weight.			0000-0003-1673-5725			Class	'fraction of volume of compartment'				
pbpko:PBPKO_00628	fraction of venous plasma volume		fvenousplasma		fvenousplasma	A dimensionless fraction of volume defined as the venous plasma volume divided per unit of total body weight.	A dimensionless fraction of volume defined as the venous plasma volume divided per unit of total body weight.			0000-0003-1673-5725			Class	'fraction of volume of compartment'				
pbpko:PBPKO_00629	amount in richly perfused tissue		arichlyperfused		arichlyperfused	The amount of compound in the richly perfused tissue compartment.	The amount of compound in the richly perfused tissue compartment.			0000-0003-1673-5725			Class	'amount of compound in compartment'				
pbpko:PBPKO_00630	amount in poorly perfused tissue		apoorlyperfused		apoorlyperfused	The amount of compound in the poorly perfused tissue compartment.	The amount of compound in the poorly perfused tissue compartment.			0000-0003-1673-5725			Class	'amount of compound in compartment'				
pbpko:PBPKO_00631	amount in arterial blood		aarterialblood		aarterialblood	The amount of compound in the arterial blood compartment.	The amount of compound in the arterial blood compartment.			0000-0003-1673-5725			Class	'amount of compound in compartment'				
pbpko:PBPKO_00632	amount in venous blood		avenousblood		avenousblood	The amount of compound in the venous blood compartment.	The amount of compound in the venous blood compartment.			0000-0003-1673-5725			Class	'amount of compound in compartment'				
pbpko:PBPKO_00633	amount in alveolar air		aalveolar		aalveolar	The amount of compound in the alveolar air compartment.	The amount of compound in the alveolar air compartment.			0000-0003-1673-5725			Class	'amount of compound in compartment'				
pbpko:PBPKO_00634	red blood cell compartment					A compartment representing the red blood cells of the body.	A compartment representing the red blood cells of the body.			0000-0003-1673-5725			Class	compartment				
pbpko:PBPKO_00635	skin thickness					A physiological parameter representing the thickness of the skin compartment	A physiological parameter representing the thickness of the skin compartment			0000-0003-1673-5725			Class	'physiological parameter'				
pbpko:PBPKO_00636	bodily fluid flow rate parameter					A physiological parameter representing the rate of fluid flow to a particular compartment.	A physiological parameter representing the rate of fluid flow to a particular compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'physiological parameter'				
pbpko:PBPKO_00637	amount in viable epidermis of unexposed skin		askin_u		askin_u	The amount of chemical in viable epidermis of unexposed skin	The amount of chemical in viable epidermis of unexposed skin			0000-0003-1673-5725			Class	'amount in skin'				
pbpko:PBPKO_00638	amount in viable epidermis of exposed skin		askin_e		askin_e	The amount of chemical in viable epidermis of exposed skin	The amount of chemical in viable epidermis of exposed skin			0000-0003-1673-5725			Class	'amount in skin'				
pbpko:PBPKO_00639	amount in skin stratum corneum of unexposed skin		askin_sc_u		askin_sc_u	The amount of chemical in skin stratum corneum of unexposed skin	The amount of chemical in skin stratum corneum of unexposed skin			0000-0003-1673-5725			Class	'amount in skin'				
pbpko:PBPKO_00640	amount in skin stratum corneum of exposed skin		askin_sc_e		askin_sc_e	The amount of chemical in skin stratum corneum of exposed skin	The amount of chemical in skin stratum corneum of exposed skin			0000-0003-1673-5725			Class	'amount in skin'				
pbpko:PBPKO_00641	dermal absorption rate unexposed skin		fs_u		fs_u	An absorption rate constant parameter representing dermal absorption rate flux through unexposed skin	An absorption rate constant parameter representing dermal absorption rate flux through unexposed skin			0000-0003-1673-5725			Class	'absorption rate constant'				
pbpko:PBPKO_00642	dermal absorption rate exposed skin		fs_e		fs_e	An absorption rate constant parameter representing dermal absorption rate flux through exposed skin	An absorption rate constant parameter representing dermal absorption rate flux through exposed skin			0000-0003-1673-5725			Class	'absorption rate constant'				
pbpko:PBPKO_00643	thickness stratum corneum		"height_sc
Thickness_SC"		"height_sc
Thickness_SC"	A skin thickness parameter representing the thickness of stratum corneum.	A skin thickness parameter representing the thickness of stratum corneum.			0000-0003-1673-5725			Class	'skin thickness'				
pbpko:PBPKO_00644	thickness viable epidermis		"height_vs
thickness_ve"		"height_vs
thickness_ve"	A skin thickness parameter representing the thickness of viable epidermis.	A skin thickness parameter representing the thickness of viable epidermis.			0000-0003-1673-5725			Class	'skin thickness'				
pbpko:PBPKO_00645	fat blood partition coefficient		"fat blood pc
PCFat"		"fat blood pc
PCFat"	A partition coefficient representing the ratio of compound concentration in fat to blood.	A partition coefficient representing the ratio of compound concentration in fat to blood.			0000-0003-1673-5725			Class	'partition coefficient'				
pbpko:PBPKO_00646	diffusion rate					A biochemical parameter representing the diffusion rate of the chemical	A biochemical parameter representing the diffusion rate of the chemical			0000-0003-1673-5725			Class	'biochemical parameter'				
pbpko:PBPKO_00647	diffusion rate skin					A diffusion rate parameter representing diffusion rate of the chemical across the skin	A diffusion rate parameter representing diffusion rate of the chemical across the skin			0000-0003-1673-5725			Class	'diffusion rate'				
pbpko:PBPKO_00648	diffusion rate stratum corneum viable epidermis		kp_sc_vs		kp_sc_vs	A diffusion rate skin parameter representing diffusion rate from stratum corneum to viable epidermis	A diffusion rate skin parameter representing diffusion rate from stratum corneum to viable epidermis			0000-0003-1673-5725			Class	'diffusion rate skin'				
pbpko:PBPKO_00649	miscellaneous parameter					A parameter being used in the model but does not belong to specific parameter subclass	A parameter being used in the model but does not belong to specific parameter subclass			0000-0003-1673-5725			Class	parameter				
pbpko:PBPKO_00650	Michaelis					A flag indicating for Michaelis-Menten or linear metabolism equation being used in the model	A flag indicating for Michaelis-Menten or linear metabolism equation being used in the model			0000-0003-1673-5725			Class	'miscellaneous parameter'				
pbpko:PBPKO_00651	fraction of arterial blood volume		"farterialblood
scvart"		"farterialblood
scvart"	A dimensionless fraction of volume defined as the arterial blood volume divided per unit of total body weight.	A dimensionless fraction of volume defined as the arterial blood volume divided per unit of total body weight.			0000-0003-1673-5725			Class	'fraction of volume of compartment'				
pbpko:PBPKO_01501	pgp									0000-0001-8893-1587	0000-0002-0280-0111		Class	transporter				
pbpko:PBPKO_01502	mrp2									0000-0001-8893-1587	0000-0002-0280-0111		Class	transporter				
pbpko:PBPKO_01503	mrp4									0000-0001-8893-1587	0000-0002-0280-0111		Class	transporter				
pbpko:PBPKO_01504	bcrp									0000-0001-8893-1587	0000-0002-0280-0111		Class	transporter				
pbpko:PBPKO_01505	nctp									0000-0001-8893-1587	0000-0002-0280-0111		Class	transporter				
pbpko:PBPKO_01506	oct1									0000-0001-8893-1587	0000-0002-0280-0111		Class	transporter				
pbpko:PBPKO_01507	oat1									0000-0001-8893-1587	0000-0002-0280-0111		Class	transporter				
pbpko:PBPKO_01508	oat3									0000-0001-8893-1587	0000-0002-0280-0111		Class	transporter				
pbpko:PBPKO_01509	oat4									0000-0001-8893-1587	0000-0002-0280-0111		Class	transporter				
pbpko:PBPKO_02001	bile compartment					A compartment representing the bile storage	A compartment representing the bile storage			0000-0002-6705-835X			Class	compartment				
pbpko:PBPKO_02002	colon compartment					A compartment representing the colon	A compartment representing the colon			0000-0002-6705-835X			Class	compartment				
pbpko:PBPKO_02003	small intestine tissue compartment					A compartment representing the small intestinal tissue	A compartment representing the small intestinal tissue			0000-0002-6705-835X			Class	compartment				
pbpko:PBPKO_02004	intestinal tissue compartment					A compartment representing the whole intestinal tissue	A compartment representing the whole intestinal tissue			0000-0002-6705-835X			Class	compartment				
pbpko:PBPKO_02005	portal vein perfused tissue comparment					A compartment with grouped organs that are exclusively perfused via the portal vein (i.e.: Stomach, small and large intestine, spleen)	A compartment with grouped organs that are exclusively perfused via the portal vein (i.e.: Stomach, small and large intestine, spleen)			0000-0002-6705-835X			Class	compartment				
pbpko:PBPKO_02006	glomerulus compartment		gfr compartment		gfr compartment	A part of kidney compartment in the model representing glomerulus in the body	A part of kidney compartment in the model representing glomerulus in the body			0000-0001-8345-1349	0000-0002-9795-5967		Class	'kidney compartment'	http://purl.obolibrary.org/obo/UBERON_0000074			
pbpko:PBPKO_03001	intrinsic gastric emptying rate		kstoC		kstoC	The absorption rate constant parameter representing the intrinsic rate of the chemical release from stomach to lumen or the jejunum segment	The absorption rate constant parameter representing the intrinsic rate of the chemical release from stomach to lumen or the jejunum segment			0000-0002-6705-835X			Class	'absorption rate constant'				
pbpko:PBPKO_03002	intrinsic absorption rate		kabsC		kabsC	The absorption rate constant parameter representing the intrinsic absorption rate from the gut or any intestinal segment to the liver or the portal vein	The absorption rate constant parameter representing the intrinsic absorption rate from the gut or any intestinal segment to the liver or the portal vein			0000-0002-6705-835X			Class	'absorption rate constant'				
pbpko:PBPKO_03003	intrinsic stomach uptake rate		k0C		k0C	The absorption rate constant parameter representing the intrinsic absorption rate of a chemical from the stomach to the gut tissue or any intestinal segment	The absorption rate constant parameter representing the intrinsic absorption rate of a chemical from the stomach to the gut tissue or any intestinal segment			0000-0002-6705-835X			Class	'absorption rate constant'				
pbpko:PBPKO_03004	stomach uptake rate		k0		k0	The absorption rate constant parameter representing the absorption rate from stomach to gut tissue or any intestine segment	The absorption rate constant parameter representing the absorption rate from stomach to gut tissue or any intestine segment			0000-0002-6705-835X			Class	'absorption rate constant'				
pbpko:PBPKO_03005	intrinsic fecal excretion rate									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03006	fecal excretion rate									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03007	intrinsic biliary clearance rate									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03008	kinetic emptying rate from jejunum lumen to ileum lumen									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03009	kinetic emptying  rate from ileum lumen to large intestine lumen									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03010	kinetic absorption rate from jejunum lumen to intestinal tissue									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03011	kinetic absorption rate from ileum lumen to intestinal tissue									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03012	kinetic absorption rate from large intestinal lumen to intestinal tissue									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03013	effective Caco-2 permeability									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03014	apparent Caco-2 permeability									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03015	kinetic emptying  rate between intestinal segments									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03016	Hill dissociation constant									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03017	Hill coefficient									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03018	intrinsic absorption rate of metabilite									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03019	absorption rate of metabolite									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03020	intrinsic enterohepatic recirculation rate constant									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03021	enterohepatic recirculation rate constant									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03023	intrinsic reabsorption rate constant									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03024	reabsorption rate constant									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03025	maximum capacity of binding sites in red cells									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03026	half-saturation concentration of chemical for binding by sites in red cells									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03027	metabolism rate constant in liver									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03028	metabolism rate constant in intestinal tissue									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03030	red blood cells partition coefficient									0000-0002-6705-835X			Class	'biochemical parameter'				
pbpko:PBPKO_03031	follicle permeability coefficient												Class	'partition coefficient'				
pbpko:PBPKO_03032	partition coeffcient of stratum corneum to viable epidermis												Class	'partition coefficient'				
pbpko:PBPKO_03033	partition coeffcient of viable epidermis to blood												Class	'partition coefficient'				
pbpko:PBPKO_03034	partition coeffcient of stratum corneum to skin surface depot												Class	'partition coefficient'				
pbpko:PBPKO_03035	partition coeffcient of follicle to skin surface depot												Class	'partition coefficient'				
pbpko:PBPKO_03036	octanol water partition coefficient												Class	'partition coefficient'				
pbpko:PBPKO_03037	medium polymer partition coefficient												Class	'partition coefficient'				
pbpko:PBPKO_03038	medium air partition coefficient												Class	'partition coefficient'				
pbpko:PBPKO_03039	medium mitochondria partition coefficient												Class	'partition coefficient'				
pbpko:PBPKO_03040	medium lysosomes partition coefficient												Class	'partition coefficient'				
pbpko:PBPKO_03041	medium intracellular water partition coefficient												Class	'partition coefficient'				
pbpko:PBPKO_03042	medium microsomes partition coefficient												Class	'partition coefficient'				
pbpko:PBPKO_03043	medium other organelles partition coefficient												Class	'partition coefficient'				
pbpko:PBPKO_03044	medium albumin partition coefficient												Class	'partition coefficient'				
pbpko:PBPKO_03045	abiotic degradation rate in medium												Class	'biochemical parameter'				
pbpko:PBPKO_03046	acidic phospholipid association constant												Class	'biochemical parameter'				
pbpko:PBPKO_03047	abiotic degradation rate in air												Class	'biochemical parameter'				
pbpko:PBPKO_03048	maximum metabolic rate												Class	'biochemical parameter'				
pbpko:PBPKO_03049	linear metabolic rate												Class	'biochemical parameter'				
pbpko:PBPKO_03050	cell radius												Class	'biochemical parameter'				
pbpko:PBPKO_03051	cell replication time												Class	'biochemical parameter'				
pbpko:PBPKO_03052	cell fraction of proteins												Class	'biochemical parameter'				
pbpko:PBPKO_03053	cell fraction of lipids												Class	'biochemical parameter'				
pbpko:PBPKO_03054	cell fraction of intracellular water												Class	'biochemical parameter'				
pbpko:PBPKO_03055	cell fraction of mitochondria												Class	'biochemical parameter'				
pbpko:PBPKO_03056	cell fraction of lysosomes												Class	'biochemical parameter'				
pbpko:PBPKO_03057	cell fraction of microsomes												Class	'biochemical parameter'				
pbpko:PBPKO_03058	fraction of neutral lipids in the FBS												Class	'biochemical parameter'				
pbpko:PBPKO_03059	fraction of albumin in the FBS												Class	'biochemical parameter'				
pbpko:PBPKO_03060	culture area												Class	'biochemical parameter'				
pbpko:PBPKO_03061	top well diameter												Class	'biochemical parameter'				
pbpko:PBPKO_03062	well depth												Class	'biochemical parameter'				
pbpko:PBPKO_03063	plate wall thickness												Class	'biochemical parameter'				
pbpko:PBPKO_03064	culture medium pH												Class	'biochemical parameter'				
pbpko:PBPKO_03065	fraction of serum in total media												Class	'biochemical parameter'				
pbpko:PBPKO_03066	FBS pH												Class	'biochemical parameter'				
pbpko:PBPKO_03067	initial number of cells												Class	'biochemical parameter'				
pbpko:PBPKO_03068	nominal concentration of medium												Class	'biochemical parameter'				
pbpko:PBPKO_03069	volume of medium												Class	'biochemical parameter'				
pbpko:PBPKO_03070	fraction of FBS iin the medium												Class	'biochemical parameter'				
pbpko:PBPKO_03071	ionized fraction in the medium												Class	'biochemical parameter'				
pbpko:PBPKO_03072	fraction unbound in the medium												Class	'unbound fraction'				
pbpko:PBPKO_03073	fraction unbound in the FBS												Class	'unbound fraction'				
pbpko:PBPKO_03074	fraction unbound in the cell												Class	'unbound fraction'				
pbpko:PBPKO_03075	absorption rate constant		ka		ka	A biochemical parameter representing the rate constant at which a compound is absorbed into systemic circulation or a target compartment from the site of administration	A biochemical parameter representing the rate constant at which a compound is absorbed into systemic circulation or a target compartment from the site of administration			0000-0001-8345-1349	0000-0002-6705-835X	0000-0002-9795-5967	Class	'biochemical parameter'				
pbpko:PBPKO_04001	plasma flow rate		qplasma		qplasma	A bodily fluid flow rate parameter specifically describing the flow of plasma to a compartment.	A bodily fluid flow rate parameter specifically describing the flow of plasma to a compartment.			0000-0002-6705-835X			Class	'bodily fluid flow rate parameter'				
pbpko:PBPKO_04002	plasma flow rate to stomach					A plasma flow rate parameter specifically describing the rate to the stomach compartment.	A plasma flow rate parameter specifically describing the rate to the stomach compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04003	plasma flow rate to intestine					A plasma flow rate parameter specifically describing the rate to the intestine compartment.	A plasma flow rate parameter specifically describing the rate to the intestine compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04004	plasma flow rate to small intestine					A plasma flow rate parameter specifically describing the rate to the small intestine compartment.	A plasma flow rate parameter specifically describing the rate to the small intestine compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04005	plasma flow rate to large intestine					A plasma flow rate parameter specifically describing the rate to the large intestine compartment.	A plasma flow rate parameter specifically describing the rate to the large intestine compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04006	plasma flow rate to pancreas					A plasma flow rate parameter specifically describing the rate to the pancreas compartment.	A plasma flow rate parameter specifically describing the rate to the pancreas compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04007	plasma flow rate to liver					A plasma flow rate parameter specifically describing the rate to the liver compartment.	A plasma flow rate parameter specifically describing the rate to the liver compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04008	plasma flow rate to kidney					A plasma flow rate parameter specifically describing the rate to the kidney compartment.	A plasma flow rate parameter specifically describing the rate to the kidney compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04009	plasma flow rate to muscle					A plasma flow rate parameter specifically describing the rate to the muscle compartment.	A plasma flow rate parameter specifically describing the rate to the muscle compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04010	plasma flow rate to heart					A plasma flow rate parameter specifically describing the rate to the heart compartment.	A plasma flow rate parameter specifically describing the rate to the heart compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04011	plasma flow rate to fat		qfat_p		qfat_p	A plasma flow rate parameter specifically describing the rate to the fat compartment.	A plasma flow rate parameter specifically describing the rate to the fat compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04012	plasma flow rate to gonad					A plasma flow rate parameter specifically describing the rate to the gonad compartment.	A plasma flow rate parameter specifically describing the rate to the gonad compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04013	plasma flow rate to skin					A plasma flow rate parameter specifically describing the rate to the skin compartment.	A plasma flow rate parameter specifically describing the rate to the skin compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04014	plasma flow rate to bone		qbone_p		qbone_p	A plasma flow rate parameter specifically describing the rate to the bone compartment.	A plasma flow rate parameter specifically describing the rate to the bone compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04015	plasma flow rate to brain		qbrain_p		qbrain_p	A plasma flow rate parameter specifically describing the rate to the brain compartment.	A plasma flow rate parameter specifically describing the rate to the brain compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04016	plasma flow rate to spleen					A plasma flow rate parameter specifically describing the rate to the spleen compartment.	A plasma flow rate parameter specifically describing the rate to the spleen compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04017	plasma flow rate to lung					A plasma flow rate parameter specifically describing the rate to the lung compartment.	A plasma flow rate parameter specifically describing the rate to the lung compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04018	plasma flow rate to poorly perfused					A plasma flow rate parameter specifically describing the rate to the poorly perfused compartment.	A plasma flow rate parameter specifically describing the rate to the poorly perfused compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04019	plasma flow rate to richly perfused					A plasma flow rate parameter specifically describing the rate to the richly perfused compartment.	A plasma flow rate parameter specifically describing the rate to the richly perfused compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04020	plasma flow rate to restbody					A plasma flow rate parameter specifically describing the rate to the rest of the body compartment.	A plasma flow rate parameter specifically describing the rate to the rest of the body compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04021	plasma flow rate to gall bladder					A plasma flow rate parameter specifically describing the rate to the gall bladder compartment.	A plasma flow rate parameter specifically describing the rate to the gall bladder compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04022	plasma flow rate to portal vein					A plasma flow rate parameter specifically describing the rate to the portal vein compartment.	A plasma flow rate parameter specifically describing the rate to the portal vein compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04023	plasma flow rate to lymph					A plasma flow rate parameter specifically describing the rate to the lymph compartment.	A plasma flow rate parameter specifically describing the rate to the lymph compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04024	plasma flow rate to duodenum		qduodenum_p		qduodenum_p	A plasma flow rate parameter specifically describing the rate to the duodenum compartment.	A plasma flow rate parameter specifically describing the rate to the duodenum compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04025	plasma flow rate to jejunum					A plasma flow rate parameter specifically describing the rate to the jejunum compartment.	A plasma flow rate parameter specifically describing the rate to the jejunum compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04026	plasma flow rate to ileum					A plasma flow rate parameter specifically describing the rate to the ileum compartment.	A plasma flow rate parameter specifically describing the rate to the ileum compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04027	plasma flow rate to colon		qcolon_p		qcolon_p	A plasma flow rate parameter specifically describing the rate to the colon compartment.	A plasma flow rate parameter specifically describing the rate to the colon compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04028	plasma flow rate to cecum		qcecum_p		qcecum_p	A plasma flow rate parameter specifically describing the rate to the cecum compartment.	A plasma flow rate parameter specifically describing the rate to the cecum compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04029	plasma flow rate to filtrate		qfiltrate_p		qfiltrate_p	A plasma flow rate parameter specifically describing the rate to the filtrate compartment.	A plasma flow rate parameter specifically describing the rate to the filtrate compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04030	plasma flow rate to bone marrow		qbm_p		qbm_p	A plasma flow parameter specifically describing the rate to the bone marrow compartment.	A plasma flow parameter specifically describing the rate to the bone marrow compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04031	plasma flow rate to gut					A plasma flow rate parameter specifically describing the rate to the gut compartment.	A plasma flow rate parameter specifically describing the rate to the gut compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04032	plasma flow rate to mammary gland					A plasma flow rate parameter specifically describing the rate to the mammary gland compartment.	A plasma flow rate parameter specifically describing the rate to the mammary gland compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04033	plasma flow rate for mass balance		qmassbal_p		qmassbal_p	A plasma flow rate parameter representing the check for total plasma flow mass balance of all the compartments (sum of organ flows should equal cardiac output).	A plasma flow rate parameter representing the check for total plasma flow mass balance of all the compartments (sum of organ flows should equal cardiac output).			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04034	plasma flow rate to unexposed skin					A plasma flow rate parameter specifically describing the rate to the unexposed skin compartment.	A plasma flow rate parameter specifically describing the rate to the unexposed skin compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04035	plasma flow rate to exposed skin		qskine_p		qskine_p	A plasma flow rate parameter specifically describing the rate to the exposed skin compartment.	A plasma flow rate parameter specifically describing the rate to the exposed skin compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04036	plasma flow rate to skin stratum corneum unexposed					A plasma flow rate parameter specifically describing the rate to the unexposed stratum corneum compartment.	A plasma flow rate parameter specifically describing the rate to the unexposed stratum corneum compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04037	plasma flow rate to skin stratum corneum exposed					A plasma flow rate parameter specifically describing the rate to the exposed stratum corneum compartment.	A plasma flow rate parameter specifically describing the rate to the exposed stratum corneum compartment.			0000-0002-6705-835X			Class	'plasma flow rate'				
pbpko:PBPKO_04038	fraction of blood flow to red blood cells									0000-0002-6705-835X			Class	'fraction of blood flow to a compartment'				
pbpko:PBPKO_04039	blood flow rate to red blood cells									0000-0002-6705-835X			Class	'blood flow rate to compartment'				
pbpko:PBPKO_04040	volumen of lumen									0000-0002-6705-835X			Class	'volume of compartment'				
pbpko:PBPKO_04041	volume of small intestine tissue									0000-0002-6705-835X			Class	'volume of compartment'				
pbpko:PBPKO_04042	volume of bile									0000-0002-6705-835X			Class	'volume of compartment'				
pbpko:PBPKO_04043	enterocyte volume									0000-0002-6705-835X			Class	'volume of compartment'				
pbpko:PBPKO_04044	hepatic vein blood flow									0000-0002-6705-835X			Class	'blood flow rate to compartment'				
pbpko:PBPKO_04045	blood flow rate to bile									0000-0002-6705-835X			Class	'blood flow rate to compartment'				
pbpko:PBPKO_04046	diameter of intestinal												Class	'physiological parameter'				
pbpko:PBPKO_04047	diameter of the jejunum lumen												Class	'physiological parameter'				
pbpko:PBPKO_04048	diameter of the ileum lumen												Class	'physiological parameter'				
pbpko:PBPKO_04049	diameter of the large intestine lumen												Class	'physiological parameter'				
pbpko:PBPKO_04050	surface area  of the jejunum lumen												Class	'surface area'				
pbpko:PBPKO_04051	surface area of the ileum lumen												Class	'surface area'				
pbpko:PBPKO_04052	surface area of the large intestine lumen												Class	'surface area'				
pbpko:PBPKO_04053	uptake fraction to blood												Class	'physiological parameter'				
pbpko:PBPKO_04054	fraction of bile in small intestine												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04055	fraction of bile in liver												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04056	fraction of feces												Class	'fraction of volume of compartment'				
pbpko:PBPKO_04057	volume fraction of blood												Class	'physiological parameter'				
pbpko:PBPKO_04058	volume fraction of red blood cells												Class	'physiological parameter'				
pbpko:PBPKO_04059	skin area												Class	'physiological parameter'				
pbpko:PBPKO_04060	thickness epidermis												Class	'skin thickness'				
pbpko:PBPKO_04061	volume of exposed viable epidermis												Class	'volume of compartment'				
pbpko:PBPKO_04062	volume of follicle												Class	'volume of compartment'				
pbpko:PBPKO_04063	area of exposed skin												Class	'physiological parameter'				
pbpko:PBPKO_04064	volume of serum												Class	'volume of compartment'				
pbpko:PBPKO_04065	volume of adrenals												Class	'volume of compartment'				
pbpko:PBPKO_04066	volume of breast												Class	'volume of compartment'				
pbpko:PBPKO_04067	volume of thyroid												Class	'volume of compartment'				
pbpko:PBPKO_04068	volume of intestinal lumen												Class	'volume of compartment'				
pbpko:PBPKO_04069	volume of small intestinal lumen												Class	'volume of compartment'				
pbpko:PBPKO_04070	volume of large intestinal lumen												Class	'volume of compartment'				
pbpko:PBPKO_04071	volume of stomach lumen												Class	'volume of compartment'				
pbpko:PBPKO_04072	volume of gut intestinal tract												Class	'volume of compartment'				
pbpko:PBPKO_04073	volume of testis												Class	'volume of compartment'				
pbpko:PBPKO_04074	volume of uterus												Class	'volume of compartment'				
pbpko:PBPKO_04075	volume of skeleton												Class	'volume of compartment'				
pbpko:PBPKO_04076	volume of hair												Class	'volume of compartment'				
